3,20,0,1.0,I,0
4,20,1,1.0,I,0
5,20,2,1.0,I,0
6,20,3,1.0,I,0
7,20,4,1.0,I,0
8,20,5,1.0,I,0
9,20,6,1.0,I,0
10,20,7,1.0,I,0
11,20,8,1.0,I,0
12,20,9,1.0,I,0
13,20,10,1.0,I,0
14,20,11,1.0,I,0
15,20,12,1.0,I,0
16,20,13,1.0,I,0
17,20,14,1.0,I,0
18,20,15,1.0,I,0
19,20,16,1.0,I,0
20,20,17,1.0,I,0
21,20,18,1.0,I,0
22,20,19,1.0,I,0
23,20,20,1.0,I,0
24,20,21,1.0,I,0
25,20,22,1.0,I,0
26,20,23,1.0,I,0
27,20,24,1.0,I,0
28,20,25,1.0,I,0
29,20,26,1.0,I,0
30,20,27,1.0,I,0
31,20,28,1.0,I,0
32,20,29,1.0,I,0
33,20,30,1.0,I,0
34,20,31,1.0,I,0
35,20,32,1.0,I,0
36,20,33,1.0,I,0
37,20,34,1.0,I,0
38,20,35,1.0,I,0
39,20,36,1.0,I,0
40,20,37,1.0,I,0
41,20,38,1.0,I,0
42,20,39,1.0,I,0
43,20,40,1.0,I,0
44,20,41,1.0,I,0
45,20,42,1.0,I,0
46,20,43,1.0,I,0
47,20,44,1.0,I,0
48,20,45,1.0,I,0
49,20,46,1.0,I,0
50,20,47,1.0,I,0
51,20,48,1.0,I,0
52,20,49,1.0,I,0
53,20,50,1.0,I,0
54,20,51,1.0,I,0
55,20,52,1.0,I,0
56,20,53,1.0,I,0
57,20,54,1.0,I,0
58,20,55,1.0,I,0
59,20,56,1.0,I,0
60,20,57,1.0,I,0
61,20,58,1.0,I,0
62,20,59,1.0,I,0
63,20,60,1.0,I,0
64,20,61,1.0,I,0
65,20,62,1.0,I,0
66,20,63,1.0,I,0
67,20,64,1.0,I,0
68,20,65,1.0,I,0
69,20,66,1.0,I,0
70,20,67,1.0,I,0
71,20,68,1.0,I,0
72,20,69,1.0,I,0
73,20,70,1.0,I,0
74,20,71,1.0,I,0
75,20,72,1.0,I,0
76,20,73,1.0,I,0
77,20,74,1.0,I,0
78,20,75,1.0,I,0
79,20,76,1.0,I,0
80,20,77,1.0,I,0
81,20,78,1.0,I,0
82,20,79,1.0,I,0
83,20,80,1.0,I,0
84,20,81,1.0,I,0
85,20,82,1.0,I,0
86,20,83,1.0,I,0
87,20,84,1.0,I,0
88,20,85,1.0,I,0
89,20,86,1.0,I,0
90,20,87,1.0,I,0
91,20,88,1.0,I,0
92,20,89,1.0,I,0
93,20,90,1.0,I,0
94,20,91,1.0,I,0
95,20,92,1.0,I,0
96,20,93,1.0,I,0
97,20,94,1.0,I,0
98,20,95,1.0,I,0
99,20,96,1.0,I,0
100,20,97,1.0,I,0
101,20,98,1.0,I,0
102,20,99,1.0,I,0
103,20,100,1.0,I,0
