3,20,0,1.0,I,0
4,20,0,2.0,I,0
5,20,0,3.0,I,0
6,20,0,4.0,I,0
7,20,0,5.0,I,0
8,20,0,6.0,I,0
9,20,0,7.0,I,0
10,20,0,8.0,I,0
11,20,0,9.0,I,0
12,20,0,10.0,I,0
13,20,0,11.0,I,0
14,20,0,12.0,I,0
15,20,0,13.0,I,0
16,20,0,14.0,I,0
17,20,0,15.0,I,0
18,20,0,16.0,I,0
19,20,0,17.0,I,0
20,20,0,18.0,I,0
21,20,0,19.0,I,0
22,20,0,20.0,I,0
23,20,0,21.0,I,0
24,20,0,22.0,I,0
25,20,0,23.0,I,0
26,20,0,24.0,I,0
27,20,0,25.0,I,0
28,20,0,26.0,I,0
29,20,0,27.0,I,0
30,20,0,28.0,I,0
31,20,0,29.0,I,0
32,20,0,30.0,I,0
33,20,0,31.0,I,0
34,20,0,32.0,I,0
35,20,0,33.0,I,0
36,20,0,34.0,I,0
37,20,0,35.0,I,0
38,20,0,36.0,I,0
39,20,0,37.0,I,0
40,20,0,38.0,I,0
41,20,0,39.0,I,0
42,20,0,40.0,I,0
43,20,0,41.0,I,0
44,20,0,42.0,I,0
45,20,0,43.0,I,0
46,20,0,44.0,I,0
47,20,0,45.0,I,0
48,20,0,46.0,I,0
49,20,0,47.0,I,0
50,20,0,48.0,I,0
51,20,0,49.0,I,0
52,20,0,50.0,I,0
53,20,0,51.0,I,0
54,20,0,52.0,I,0
55,20,0,53.0,I,0
56,20,0,54.0,I,0
57,20,0,55.0,I,0
58,20,0,56.0,I,0
59,20,0,57.0,I,0
60,20,0,58.0,I,0
61,20,0,59.0,I,0
62,20,0,60.0,I,0
63,20,0,61.0,I,0
64,20,0,62.0,I,0
65,20,0,63.0,I,0
66,20,0,64.0,I,0
67,20,0,65.0,I,0
68,20,0,66.0,I,0
69,20,0,67.0,I,0
70,20,0,68.0,I,0
71,20,0,69.0,I,0
72,20,0,70.0,I,0
73,20,0,71.0,I,0
74,20,0,72.0,I,0
75,20,0,73.0,I,0
76,20,0,74.0,I,0
77,20,0,75.0,I,0
78,20,0,76.0,I,0
79,20,0,77.0,I,0
80,20,0,78.0,I,0
81,20,0,79.0,I,0
82,20,0,80.0,I,0
83,20,0,81.0,I,0
84,20,0,82.0,I,0
85,20,0,83.0,I,0
86,20,0,84.0,I,0
87,20,0,85.0,I,0
88,20,0,86.0,I,0
89,20,0,87.0,I,0
90,20,0,88.0,I,0
91,20,0,89.0,I,0
92,20,0,90.0,I,0
93,20,0,91.0,I,0
94,20,0,92.0,I,0
95,20,0,93.0,I,0
96,20,0,94.0,I,0
97,20,0,95.0,I,0
98,20,0,96.0,I,0
99,20,0,97.0,I,0
100,20,0,98.0,I,0
101,20,0,99.0,I,0
102,20,0,100.0,I,0
103,20,0,101.0,I,0
