3,20,0,1.0,I,0
4,20,0,1.0,I,10
5,20,0,1.0,I,20
6,20,0,1.0,I,30
7,20,0,1.0,I,40
8,20,0,1.0,I,50
9,20,0,1.0,I,60
10,20,0,1.0,I,70
11,20,0,1.0,I,80
12,20,0,1.0,I,90
13,20,0,1.0,I,100
14,20,0,1.0,I,110
15,20,0,1.0,I,120
16,20,0,1.0,I,130
17,20,0,1.0,I,140
18,20,0,1.0,I,150
19,20,0,1.0,I,160
20,20,0,1.0,I,170
21,20,0,1.0,I,180
22,20,0,1.0,I,190
23,20,0,1.0,I,200
24,20,0,1.0,I,210
25,20,0,1.0,I,220
26,20,0,1.0,I,230
27,20,0,1.0,I,240
28,20,0,1.0,I,250
29,20,0,1.0,I,260
30,20,0,1.0,I,270
31,20,0,1.0,I,280
32,20,0,1.0,I,290
33,20,0,1.0,I,300
34,20,0,1.0,I,310
35,20,0,1.0,I,320
36,20,0,1.0,I,330
37,20,0,1.0,I,340
38,20,0,1.0,I,350
39,20,0,1.0,I,360
40,20,0,1.0,I,370
41,20,0,1.0,I,380
42,20,0,1.0,I,390
43,20,0,1.0,I,400
44,20,0,1.0,I,410
45,20,0,1.0,I,420
46,20,0,1.0,I,430
47,20,0,1.0,I,440
48,20,0,1.0,I,450
49,20,0,1.0,I,460
50,20,0,1.0,I,470
51,20,0,1.0,I,480
52,20,0,1.0,I,490
53,20,0,1.0,I,500
54,20,0,1.0,I,510
55,20,0,1.0,I,520
56,20,0,1.0,I,530
57,20,0,1.0,I,540
58,20,0,1.0,I,550
59,20,0,1.0,I,560
60,20,0,1.0,I,570
61,20,0,1.0,I,580
62,20,0,1.0,I,590
63,20,0,1.0,I,600
64,20,0,1.0,I,610
65,20,0,1.0,I,620
66,20,0,1.0,I,630
67,20,0,1.0,I,640
68,20,0,1.0,I,650
69,20,0,1.0,I,660
70,20,0,1.0,I,670
71,20,0,1.0,I,680
72,20,0,1.0,I,690
73,20,0,1.0,I,700
74,20,0,1.0,I,710
75,20,0,1.0,I,720
76,20,0,1.0,I,730
77,20,0,1.0,I,740
78,20,0,1.0,I,750
79,20,0,1.0,I,760
80,20,0,1.0,I,770
81,20,0,1.0,I,780
82,20,0,1.0,I,790
83,20,0,1.0,I,800
84,20,0,1.0,I,810
85,20,0,1.0,I,820
86,20,0,1.0,I,830
87,20,0,1.0,I,840
88,20,0,1.0,I,850
89,20,0,1.0,I,860
90,20,0,1.0,I,870
91,20,0,1.0,I,880
92,20,0,1.0,I,890
93,20,0,1.0,I,900
94,20,0,1.0,I,910
95,20,0,1.0,I,920
96,20,0,1.0,I,930
97,20,0,1.0,I,940
98,20,0,1.0,I,950
99,20,0,1.0,I,960
100,20,0,1.0,I,970
101,20,0,1.0,I,980
102,20,0,1.0,I,990
103,20,0,1.0,I,1000
104,20,0,1.0,I,1010
105,20,0,1.0,I,1020
106,20,0,1.0,I,1030
107,20,0,1.0,I,1040
108,20,0,1.0,I,1050
109,20,0,1.0,I,1060
110,20,0,1.0,I,1070
111,20,0,1.0,I,1080
