6,10.0,0.0,1.0,I,0.0,0,160,0,0.0,0.0
6,10.0,10.0,2.0,I,0.0,4,156,1,0.0,0.0
6,10.0,20.0,3.0,I,0.0,8,152,3,0.0,0.0
6,10.0,30.0,4.0,I,0.0,12,148,4,0.0,0.0
6,10.0,40.0,5.0,I,0.0,16,144,6,0.0,0.0
6,10.0,50.0,6.0,I,0.0,20,140,7,0.0,0.0
6,10.0,60.0,7.0,I,0.0,24,136,9,0.0,0.0
6,10.0,70.0,8.0,I,0.0,28,132,10,0.0,0.0
6,10.0,80.0,9.0,I,0.0,32,128,12,0.0,0.0
6,10.0,90.0,10.0,I,0.0,36,124,13,0.0,0.0
6,10.0,100.0,11.0,I,0.0,40,120,15,0.0,0.0
6,10.0,110.0,12.0,I,0.0,44,116,16,0.0,0.0
6,10.0,120.0,13.0,I,0.0,48,112,18,0.0,0.0
6,10.0,130.0,14.0,I,0.0,52,108,19,0.0,0.0
6,10.0,140.0,15.0,I,0.0,56,104,21,0.0,0.0
6,10.0,150.0,16.0,I,0.0,60,100,22,0.0,0.0
6,10.0,160.0,17.0,I,0.0,64,96,24,0.0,0.0
6,10.0,170.0,18.0,I,0.0,68,92,25,0.0,0.0
6,10.0,180.0,19.0,I,0.0,72,88,27,0.0,0.0
6,10.0,190.0,20.0,I,0.0,76,84,28,0.0,0.0
6,10.0,200.0,21.0,I,0.0,80,80,30,0.0,0.0
6,10.0,210.0,22.0,I,0.0,84,76,31,0.0,0.0
6,10.0,220.0,23.0,I,0.0,88,72,33,0.0,0.0
6,10.0,230.0,24.0,I,0.0,92,68,34,0.0,0.0
6,10.0,240.0,25.0,I,0.0,96,64,36,0.0,0.0
6,10.0,250.0,26.0,I,0.0,100,60,37,0.0,0.0
6,10.0,260.0,27.0,I,0.0,104,56,39,0.0,0.0
6,10.0,270.0,28.0,I,0.0,108,52,40,0.0,0.0
6,10.0,280.0,29.0,I,0.0,112,48,42,0.0,0.0
6,10.0,290.0,30.0,I,0.0,116,44,43,0.0,0.0
6,10.0,300.0,31.0,I,0.0,120,40,45,0.0,0.0
6,10.0,310.0,32.0,I,0.0,124,36,46,0.0,0.0
6,10.0,320.0,33.0,I,0.0,128,32,48,0.0,0.0
6,10.0,330.0,34.0,I,0.0,132,28,49,0.0,0.0
6,10.0,340.0,35.0,I,0.0,136,24,51,0.0,0.0
6,10.0,350.0,36.0,I,0.0,140,20,52,0.0,0.0
6,10.0,360.0,37.0,I,0.0,144,16,54,0.0,0.0
6,10.0,370.0,38.0,I,0.0,148,12,55,0.0,0.0
6,10.0,380.0,39.0,I,0.0,152,8,57,0.0,0.0
6,10.0,390.0,40.0,I,0.0,156,4,58,0.0,0.0
6,10.0,400.0,41.0,I,0.0,160,0,60,0.0,0.0
6,10.0,410.0,42.0,I,0.0,164,-4,61,0.0,0.0
6,10.0,420.0,43.0,I,0.0,168,-8,63,0.0,0.0
6,10.0,430.0,44.0,I,0.0,172,-12,64,0.0,0.0
6,10.0,440.0,45.0,I,0.0,176,-16,66,0.0,0.0
6,10.0,450.0,46.0,I,0.0,180,-20,67,0.0,0.0
6,10.0,460.0,47.0,I,0.0,184,-24,69,0.0,0.0
6,10.0,470.0,48.0,I,0.0,188,-28,70,0.0,0.0
6,10.0,480.0,49.0,I,0.0,192,-32,72,0.0,0.0
6,10.0,490.0,50.0,I,0.0,196,-36,73,0.0,0.0
6,10.0,500.0,51.0,I,0.0,200,-40,75,0.0,0.0
6,10.0,510.0,52.0,I,0.0,204,-44,76,0.0,0.0
6,10.0,520.0,53.0,I,0.0,208,-48,78,0.0,0.0
6,10.0,530.0,54.0,I,0.0,212,-52,79,0.0,0.0
6,10.0,540.0,55.0,I,0.0,216,-56,81,0.0,0.0
6,10.0,550.0,56.0,I,0.0,220,-60,82,0.0,0.0
6,10.0,560.0,57.0,I,0.0,224,-64,84,0.0,0.0
6,10.0,570.0,58.0,I,0.0,228,-68,85,0.0,0.0
6,10.0,580.0,59.0,I,0.0,232,-72,87,0.0,0.0
6,10.0,590.0,60.0,I,0.0,236,-76,88,0.0,0.0
6,10.0,600.0,61.0,I,0.0,240,-80,90,0.0,0.0
6,10.0,610.0,62.0,I,0.0,244,-84,91,0.0,0.0
6,10.0,620.0,63.0,I,0.0,248,-88,93,0.0,0.0
6,10.0,630.0,64.0,I,0.0,252,-92,94,0.0,0.0
6,10.0,640.0,65.0,I,0.0,256,-96,96,0.0,0.0
6,10.0,650.0,66.0,I,0.0,260,-100,97,0.0,0.0
6,10.0,660.0,67.0,I,0.0,264,-104,99,0.0,0.0
6,10.0,670.0,68.0,I,0.0,268,-108,100,0.0,0.0
6,10.0,680.0,69.0,I,0.0,272,-112,102,0.0,0.0
6,10.0,690.0,70.0,I,0.0,276,-116,103,0.0,0.0
6,10.0,700.0,71.0,I,0.0,280,-120,105,0.0,0.0
6,10.0,710.0,72.0,I,0.0,284,-124,106,0.0,0.0
6,10.0,720.0,73.0,I,0.0,288,-128,108,0.0,0.0
6,10.0,730.0,74.0,I,0.0,292,-132,109,0.0,0.0
6,10.0,740.0,75.0,I,0.0,296,-136,111,0.0,0.0
6,10.0,750.0,76.0,I,0.0,300,-140,112,0.0,0.0
